Date,Location,Food_Category,Food_Item,Quantity_Produced,Quantity_Sold,Quantity_Wasted,Cost_Per_Unit,Revenue_Per_Unit,Temperature,Customers,Month,Month_Name,Day,Day_Name,Waste_Percentage,Financial_Loss,Total_Revenue,Potential_Revenue,Waste_Risk
2024-05-18 07:19:58.398932622,Hyderabad,Bakery,Donut,199,178,21,15.16,22.1,22.9,106.0,5,May,18,Saturday,10.552763819095476,318.36,3933.8,4397.900000000001,Low
2024-05-18 19:01:14.449633088,Hyderabad,Vegetables,Spinach,135,94,41,16.21,21.72,26.2,269.0,5,May,18,Saturday,30.37037037037037,664.61,2041.6799999999998,2932.2,High
2024-05-19 06:42:30.500333556,Delhi,Fruits,Orange,369,321,48,97.74,152.46,29.4,266.0,5,May,19,Sunday,13.008130081300814,4691.5199999999995,48939.66,56257.740000000005,Low
2024-05-19 18:23:46.551034022,Delhi,Prepared Food,Sandwich,428,279,149,86.78,115.64,33.6,412.0,5,May,19,Sunday,34.81308411214953,12930.22,32263.56,49493.92,High
2024-05-20 06:05:02.601734490,Delhi,Bakery,Bread,277,184,93,79.47,108.12,25.2,209.0,5,May,20,Monday,33.57400722021661,7390.71,19894.08,29949.24,High
2024-05-20 17:46:18.652434956,Chennai,Fruits,Mango,253,246,7,80.89,140.51,30.9,70.0,5,May,20,Monday,2.766798418972332,566.23,34565.46,35549.03,Low
2024-05-21 05:27:34.703135424,Mumbai,Dairy,Milk,186,138,48,60.88,98.91,41.4,433.0,5,May,21,Tuesday,25.806451612903224,2922.2400000000002,13649.58,18397.26,Medium
2024-05-21 17:08:50.753835890,Chennai,Vegetables,Tomato,260,192,68,74.8,119.13,22.0,135.0,5,May,21,Tuesday,26.153846153846157,5086.4,22872.96,30973.8,Medium
2024-05-22 04:50:06.804536358,Chennai,Bakery,Bread,160,115,45,75.05,101.12,35.6,66.0,5,May,22,Wednesday,28.125,3377.25,11628.800000000001,16179.2,Medium
2024-05-22 16:31:22.855236824,Bangalore,Dairy,Cheese,164,163,1,24.92,48.89,38.7,115.0,5,May,22,Wednesday,0.6097560975609756,24.92,7969.07,8017.96,Low
2024-05-23 04:12:38.905937292,Mumbai,Dairy,Cheese,224,161,63,59.09,79.39,31.3,270.0,5,May,23,Thursday,28.125,3722.67,12781.79,17783.36,Medium
2024-05-23 15:53:54.956637758,Mumbai,Fruits,Banana,291,222,69,54.75,84.2,39.2,203.0,5,May,23,Thursday,23.711340206185564,3777.75,18692.4,24502.2,Medium
2024-05-24 03:35:11.007338226,Delhi,Vegetables,Potato,313,291,22,21.36,37.63,23.6,319.0,5,May,24,Friday,7.0287539936102235,469.91999999999996,10950.33,11778.19,Low
2024-05-24 15:16:27.058038692,Hyderabad,Fruits,Apple,267,203,64,77.57,131.14,32.2,297.0,5,May,24,Friday,23.970037453183522,4964.48,26621.42,35014.38,Medium
2024-05-25 02:57:43.108739160,Delhi,Fruits,Mango,196,148,48,54.8,75.29,34.4,138.0,5,May,25,Saturday,24.489795918367346,2630.3999999999996,11142.92,14756.840000000002,Medium
2024-05-25 14:38:59.159439626,Mumbai,Fruits,Banana,296,212,84,27.6,39.49,22.1,346.0,5,May,25,Saturday,28.37837837837838,2318.4,8371.880000000001,11689.04,Medium
2024-05-26 02:20:15.210140092,Chennai,Vegetables,Tomato,171,148,23,67.84,97.49,39.7,259.0,5,May,26,Sunday,13.450292397660817,1560.3200000000002,14428.519999999999,16670.79,Low
2024-05-26 14:01:31.260840560,Delhi,Dairy,Butter,367,330,37,38.51,73.17,39.9,163.0,5,May,26,Sunday,10.08174386920981,1424.87,24146.100000000002,26853.39,Low
2024-05-27 01:42:47.311541026,Hyderabad,Fruits,Mango,319,303,16,13.0,20.21,36.1,225.0,5,May,27,Monday,5.015673981191222,208.0,6123.63,6446.990000000001,Low
2024-05-27 13:24:03.362241494,Delhi,Fruits,Apple,465,273,192,89.42,166.55,31.1,65.0,5,May,27,Monday,41.29032258064516,17168.64,45468.15,77445.75,High
2024-05-28 01:05:19.412941960,Chennai,Bakery,Croissant,474,280,194,75.27,114.87,41.9,272.0,5,May,28,Tuesday,40.92827004219409,14602.38,32163.600000000002,54448.380000000005,High
2024-05-28 12:46:35.463642428,Mumbai,Fruits,Orange,424,257,167,18.37,24.26,38.1,270.0,5,May,28,Tuesday,39.386792452830186,3067.79,6234.820000000001,10286.24,High
2024-05-29 00:27:51.514342894,Chennai,Prepared Food,Pizza,364,315,49,92.64,127.61,36.7,426.0,5,May,29,Wednesday,13.461538461538462,4539.36,40197.15,46450.04,Low
2024-05-29 12:09:07.565043362,Delhi,Fruits,Banana,463,454,9,42.2,69.46,38.2,335.0,5,May,29,Wednesday,1.9438444924406046,379.8,31534.839999999997,32159.979999999996,Low
2024-05-29 23:50:23.615743828,Chennai,Dairy,Butter,255,229,26,19.06,27.98,23.1,90.0,5,May,29,Wednesday,10.196078431372548,495.55999999999995,6407.42,7134.900000000001,Low
2024-05-30 11:31:39.666444296,Bangalore,Fruits,Orange,413,301,112,68.6,119.0,27.8,374.0,5,May,30,Thursday,27.11864406779661,7683.199999999999,35819.0,49147.0,Medium
2024-05-30 23:12:55.717144762,Mumbai,Vegetables,Carrot,388,337,51,70.86,108.24,35.1,205.0,5,May,30,Thursday,13.144329896907218,3613.86,36476.88,41997.119999999995,Low
2024-05-31 10:54:11.767845230,Delhi,Bakery,Donut,100,62,38,16.54,22.39,27.5,491.0,5,May,31,Friday,38.0,628.52,1388.18,2239.0,High
2024-05-31 22:35:27.818545696,Chennai,Bakery,Croissant,326,235,91,37.36,65.65,40.6,450.0,5,May,31,Friday,27.914110429447852,3399.7599999999998,15427.750000000002,21401.9,Medium
2024-06-01 10:16:43.869246164,Delhi,Bakery,Croissant,432,351,81,91.65,162.18,32.3,140.0,6,June,1,Saturday,18.75,7423.650000000001,56925.18,70061.76000000001,Medium
2024-06-01 21:57:59.919946630,Delhi,Dairy,Butter,427,423,4,44.24,87.76,22.4,133.0,6,June,1,Saturday,0.936768149882904,176.96,37122.48,37473.520000000004,Low
2024-06-02 09:39:15.970647098,Bangalore,Bakery,Bread,201,196,5,21.47,38.55,41.4,436.0,6,June,2,Sunday,2.4875621890547266,107.35,7555.799999999999,7748.549999999999,Low
2024-06-02 21:20:32.021347564,Hyderabad,Dairy,Yogurt,383,382,1,96.65,174.81,26.7,424.0,6,June,2,Sunday,0.26109660574412535,96.65,66777.42,66952.23,Low
2024-06-03 09:01:48.072048032,Mumbai,Bakery,Donut,497,392,105,73.33,123.08,22.1,335.0,6,June,3,Monday,21.12676056338028,7699.65,48247.36,61170.76,Medium
2024-06-03 20:43:04.122748498,Hyderabad,Bakery,Donut,475,312,163,37.11,63.79,26.5,492.0,6,June,3,Monday,34.31578947368421,6048.93,19902.48,30300.25,High
2024-06-04 08:24:20.173448966,Mumbai,Bakery,Donut,167,98,69,88.95,136.21,27.5,169.0,6,June,4,Tuesday,41.31736526946108,6137.55,13348.58,22747.07,High
2024-06-04 20:05:36.224149432,Hyderabad,Prepared Food,Sandwich,257,152,105,62.45,124.7,38.8,304.0,6,June,4,Tuesday,40.856031128404666,6557.25,18954.4,32047.9,High
2024-06-05 07:46:52.274849900,Delhi,Prepared Food,Rice Bowl,456,444,12,53.95,97.99,31.6,442.0,6,June,5,Wednesday,2.631578947368421,647.4000000000001,43507.56,44683.439999999995,Low
2024-06-05 19:28:08.325550366,Hyderabad,Vegetables,Carrot,315,237,78,12.26,21.9,21.8,487.0,6,June,5,Wednesday,24.761904761904763,956.28,5190.299999999999,6898.5,Medium
2024-06-06 07:09:24.376250834,Hyderabad,Vegetables,Potato,246,160,86,24.83,35.24,40.9,87.0,6,June,6,Thursday,34.959349593495936,2135.3799999999997,5638.400000000001,8669.04,High
2024-06-06 18:50:40.426951300,Chennai,Vegetables,Tomato,278,155,123,70.88,98.68,31.0,125.0,6,June,6,Thursday,44.24460431654676,8718.24,15295.400000000001,27433.04,High
2024-06-07 06:31:56.477651768,Delhi,Prepared Food,Pizza,293,251,42,76.92,127.26,34.0,311.0,6,June,7,Friday,14.334470989761092,3230.64,31942.260000000002,37287.18,Low
2024-06-07 18:13:12.528352234,Hyderabad,Bakery,Cake,160,99,61,64.37,124.57,25.3,411.0,6,June,7,Friday,38.125,3926.57,12332.429999999998,19931.199999999997,High
2024-06-08 05:54:28.579052702,Chennai,Bakery,Bread,208,153,55,52.28,84.34,30.4,226.0,6,June,8,Saturday,26.442307692307693,2875.4,12904.02,17542.72,Medium
2024-06-08 17:35:44.629753168,Hyderabad,Prepared Food,Rice Bowl,401,332,69,29.72,39.4,22.4,139.0,6,June,8,Saturday,17.206982543640898,2050.68,13080.8,15799.4,Medium
2024-06-09 05:17:00.680453636,Hyderabad,Prepared Food,Rice Bowl,291,221,70,45.71,60.84,26.1,393.0,6,June,9,Sunday,24.054982817869416,3199.7000000000003,13445.640000000001,17704.440000000002,Medium
2024-06-09 16:58:16.731154102,Hyderabad,Prepared Food,Rice Bowl,116,86,30,57.84,110.82,32.6,88.0,6,June,9,Sunday,25.862068965517242,1735.2,9530.519999999999,12855.119999999999,Medium
2024-06-10 04:39:32.781854570,Mumbai,Prepared Food,Burger,246,145,101,21.83,32.58,28.7,157.0,6,June,10,Monday,41.05691056910569,2204.83,4724.099999999999,8014.679999999999,High
2024-06-10 16:20:48.832555036,Chennai,Fruits,Mango,208,125,83,70.71,106.61,35.8,299.0,6,June,10,Monday,39.90384615384615,5868.929999999999,13326.25,22174.88,High
2024-06-11 04:02:04.883255504,Hyderabad,Prepared Food,Burger,446,418,28,14.6,21.61,21.3,224.0,6,June,11,Tuesday,6.278026905829597,408.8,9032.98,9638.06,Low
2024-06-11 15:43:20.933955970,Bangalore,Vegetables,Potato,423,392,31,51.06,79.57,22.7,461.0,6,June,11,Tuesday,7.328605200945626,1582.8600000000001,31191.44,33658.11,Low
2024-06-12 03:24:36.984656438,Hyderabad,Vegetables,Tomato,431,358,73,38.9,70.99,29.1,334.0,6,June,12,Wednesday,16.937354988399072,2839.7,25414.42,30596.69,Medium
2024-06-12 15:05:53.035356904,Bangalore,Bakery,Cake,406,297,109,63.88,105.5,23.1,250.0,6,June,12,Wednesday,26.84729064039409,6962.92,31333.5,42833.0,Medium
2024-06-13 02:47:09.086057372,Delhi,Bakery,Croissant,358,279,79,67.41,122.6,31.7,436.0,6,June,13,Thursday,22.067039106145252,5325.389999999999,34205.4,43890.799999999996,Medium
2024-06-13 14:28:25.136757838,Hyderabad,Dairy,Milk,367,363,4,50.4,68.5,28.8,406.0,6,June,13,Thursday,1.08991825613079,201.6,24865.5,25139.5,Low
2024-06-14 02:09:41.187458306,Hyderabad,Prepared Food,Sandwich,226,218,8,51.99,97.31,21.5,326.0,6,June,14,Friday,3.5398230088495577,415.92,21213.58,21992.06,Low
2024-06-14 13:50:57.238158772,Delhi,Fruits,Banana,198,152,46,34.78,52.67,37.4,237.0,6,June,14,Friday,23.232323232323232,1599.88,8005.84,10428.66,Medium
2024-06-15 01:32:13.288859240,Mumbai,Vegetables,Potato,294,239,55,78.34,107.26,39.6,209.0,6,June,15,Saturday,18.70748299319728,4308.7,25635.14,31534.440000000002,Medium
2024-06-15 13:13:29.339559706,Hyderabad,Dairy,Yogurt,217,151,66,57.32,95.05,23.6,56.0,6,June,15,Saturday,30.414746543778804,3783.12,14352.55,20625.85,High
2024-06-16 00:54:45.390260172,Hyderabad,Vegetables,Tomato,292,206,86,23.9,31.5,34.2,468.0,6,June,16,Sunday,29.45205479452055,2055.4,6489.0,9198.0,Medium
2024-06-16 12:36:01.440960640,Mumbai,Fruits,Orange,225,133,92,38.01,67.43,33.3,467.0,6,June,16,Sunday,40.88888888888889,3496.9199999999996,8968.19,15171.750000000002,High
2024-06-17 00:17:17.491661106,Delhi,Vegetables,Spinach,420,261,159,71.94,100.6,30.7,425.0,6,June,17,Monday,37.857142857142854,11438.46,26256.6,42252.0,High
2024-06-17 11:58:33.542361574,Mumbai,Fruits,Orange,144,82,62,55.37,27.39,40.4,283.0,6,June,17,Monday,43.05555555555556,3432.94,2245.98,3944.16,High
2024-06-17 23:39:49.593062040,Mumbai,Fruits,Banana,224,137,87,53.91,74.99,38.4,86.0,6,June,17,Monday,38.839285714285715,4690.17,10273.63,16797.76,High
2024-06-18 11:21:05.643762508,Chennai,Dairy,Butter,134,95,39,49.97,99.76,32.0,334.0,6,June,18,Tuesday,29.1044776119403,1948.83,9477.2,13367.84,Medium
2024-06-18 23:02:21.694462974,Delhi,Prepared Food,Pizza,208,135,73,58.73,82.69,32.2,211.0,6,June,18,Tuesday,35.09615384615385,4287.29,11163.15,17199.52,High
2024-06-19 10:43:37.745163442,Chennai,Prepared Food,Sandwich,478,348,130,49.64,75.04,25.7,100.0,6,June,19,Wednesday,27.19665271966527,6453.2,26113.920000000002,35869.12,Medium
2024-06-19 22:24:53.795863908,Chennai,Dairy,Milk,482,285,197,96.98,163.93,27.6,141.0,6,June,19,Wednesday,40.871369294605806,19105.06,46720.05,79014.26000000001,High
2024-06-20 10:06:09.846564376,Chennai,Prepared Food,Pizza,210,125,85,28.66,52.95,36.2,387.0,6,June,20,Thursday,40.476190476190474,2436.1,6618.75,11119.5,High
2024-06-20 21:47:25.897264842,Bangalore,Bakery,Donut,374,369,5,75.77,106.35,38.8,150.0,6,June,20,Thursday,1.3368983957219251,378.84999999999997,39243.15,39774.9,Low
2024-06-21 09:28:41.947965310,Mumbai,Vegetables,Potato,163,99,64,41.81,67.77,20.8,295.0,6,June,21,Friday,39.263803680981596,2675.84,6709.23,11046.51,High
2024-06-21 21:09:57.998665776,Delhi,Fruits,Orange,104,73,31,71.27,115.94,20.8,119.0,6,June,21,Friday,29.807692307692307,2209.37,8463.619999999999,12057.76,Medium
2024-06-22 08:51:14.049366244,Mumbai,Bakery,Croissant,253,186,67,18.43,33.69,30.8,232.0,6,June,22,Saturday,26.48221343873518,1234.81,6266.339999999999,8523.57,Medium
2024-06-22 20:32:30.100066710,Mumbai,Dairy,Butter,315,315,0,64.52,125.37,28.0,228.0,6,June,22,Saturday,0.0,0.0,39491.55,39491.55,Low
2024-06-23 08:13:46.150767178,Mumbai,Prepared Food,Sandwich,181,149,32,64.19,110.02,37.7,212.0,6,June,23,Sunday,17.67955801104972,2054.08,16392.98,19913.62,Medium
2024-06-23 19:55:02.201467644,Delhi,Bakery,Donut,436,319,117,86.23,166.01,21.4,343.0,6,June,23,Sunday,26.834862385321102,10088.91,52957.189999999995,72380.36,Medium
2024-06-24 07:36:18.252168112,Chennai,Fruits,Orange,112,107,5,66.39,129.36,20.4,71.0,6,June,24,Monday,4.464285714285714,331.95,13841.520000000002,14488.320000000002,Low
2024-06-24 19:17:34.302868578,Mumbai,Prepared Food,Sandwich,422,285,137,57.45,100.12,34.2,253.0,6,June,24,Monday,32.46445497630332,7870.650000000001,28534.2,42250.64,High
2024-06-25 06:58:50.353569046,Mumbai,Dairy,Milk,283,184,99,96.17,125.62,42.0,313.0,6,June,25,Tuesday,34.98233215547703,9520.83,23114.08,35550.46,High
2024-06-25 18:40:06.404269512,Mumbai,Dairy,Milk,164,125,39,85.07,154.69,23.1,281.0,6,June,25,Tuesday,23.78048780487805,3317.7299999999996,19336.25,25369.16,Medium
2024-06-26 06:21:22.454969980,Hyderabad,Prepared Food,Burger,226,124,102,86.13,148.96,21.9,314.0,6,June,26,Wednesday,45.13274336283185,8785.26,18471.04,33664.96,High
2024-06-26 18:02:38.505670446,Delhi,Dairy,Cheese,457,325,132,41.39,57.02,37.8,222.0,6,June,26,Wednesday,28.88402625820569,5463.4800000000005,18531.5,26058.140000000003,Medium
2024-06-27 05:43:54.556370914,Chennai,Dairy,Milk,182,115,67,71.36,98.41,38.5,429.0,6,June,27,Thursday,36.81318681318682,4781.12,11317.15,17910.62,High
2024-06-27 17:25:10.607071380,Bangalore,Vegetables,Potato,112,107,5,29.0,55.23,28.8,264.0,6,June,27,Thursday,4.464285714285714,145.0,5909.61,6185.759999999999,Low
2024-06-28 05:06:26.657771848,Chennai,Fruits,Banana,330,233,97,85.8,144.51,24.8,318.0,6,June,28,Friday,29.393939393939394,8322.6,33670.829999999994,47688.299999999996,Medium
2024-06-28 16:47:42.708472314,Chennai,Prepared Food,Pizza,374,261,113,78.37,112.19,35.8,81.0,6,June,28,Friday,30.213903743315505,8855.810000000001,29281.59,41959.06,High
2024-06-29 04:28:58.759172782,Delhi,Dairy,Cheese,153,135,18,67.34,112.35,30.2,415.0,6,June,29,Saturday,11.76470588235294,1212.1200000000001,15167.25,17189.55,Low
2024-06-29 16:10:14.809873248,Delhi,Vegetables,Tomato,304,225,79,79.78,118.87,30.9,339.0,6,June,29,Saturday,25.986842105263158,6302.62,26745.75,36136.48,Medium
2024-06-30 03:51:30.860573716,Bangalore,Dairy,Butter,226,198,28,34.44,54.47,22.3,290.0,6,June,30,Sunday,12.389380530973451,964.3199999999999,10785.06,12310.22,Low
2024-06-30 15:32:46.911274182,Bangalore,Dairy,Milk,373,300,73,63.41,122.19,32.8,313.0,6,June,30,Sunday,19.571045576407506,4628.929999999999,36657.0,45576.87,Medium
2024-07-01 03:14:02.961974650,Chennai,Bakery,Cake,476,324,152,38.46,52.74,27.9,196.0,7,July,1,Monday,31.932773109243694,5845.92,17087.760000000002,25104.24,High
2024-07-01 14:55:19.012675116,Bangalore,Bakery,Croissant,199,190,9,90.27,144.76,40.0,161.0,7,July,1,Monday,4.522613065326634,812.43,27504.399999999998,28807.239999999998,Low
2024-07-02 02:36:35.063375584,Chennai,Vegetables,Carrot,285,215,70,66.94,120.0,20.1,72.0,7,July,2,Tuesday,24.561403508771928,4685.8,25800.0,34200.0,Medium
2024-07-02 14:17:51.114076050,Mumbai,Prepared Food,Rice Bowl,112,97,15,96.94,177.66,40.9,480.0,7,July,2,Tuesday,13.392857142857142,1454.1,17233.02,19897.92,Low
2024-07-03 01:59:07.164776518,Hyderabad,Bakery,Cake,120,85,35,80.36,140.7,21.1,150.0,7,July,3,Wednesday,29.166666666666668,2812.6,11959.499999999998,16884.0,Medium
2024-07-03 13:40:23.215476984,Hyderabad,Vegetables,Spinach,454,295,159,19.99,34.86,37.0,410.0,7,July,3,Wednesday,35.02202643171806,3178.41,10283.7,15826.44,High
2024-07-04 01:21:39.266177452,Hyderabad,Vegetables,Carrot,112,78,34,59.69,94.97,35.8,186.0,7,July,4,Thursday,30.357142857142854,2029.46,7407.66,10636.64,High
2024-07-04 13:02:55.316877918,Mumbai,Bakery,Cake,409,407,2,68.29,126.84,36.6,286.0,7,July,4,Thursday,0.4889975550122249,136.58,51623.880000000005,51877.560000000005,Low
2024-07-05 00:44:11.367578386,Delhi,Dairy,Milk,373,207,166,38.41,67.27,28.7,359.0,7,July,5,Friday,44.50402144772118,6376.0599999999995,13924.89,25091.71,High
2024-07-05 12:25:27.418278852,Chennai,Bakery,Donut,351,205,146,15.23,20.99,31.3,93.0,7,July,5,Friday,41.5954415954416,2223.58,4302.95,7367.49,High
2024-07-06 00:06:43.468979320,Chennai,Prepared Food,Sandwich,264,246,18,40.36,53.01,22.7,187.0,7,July,6,Saturday,6.8181818181818175,726.48,13040.46,13994.64,Low
2024-07-06 11:47:59.519679786,Mumbai,Fruits,Apple,210,131,79,91.55,136.1,35.9,458.0,7,July,6,Saturday,37.61904761904762,7232.45,17829.1,28581.0,High
2024-07-06 23:29:15.570380252,Delhi,Vegetables,Potato,445,308,137,38.07,70.12,37.0,153.0,7,July,6,Saturday,30.786516853932582,5215.59,21596.960000000003,31203.4,High
2024-07-07 11:10:31.621080720,Delhi,Vegetables,Potato,382,379,3,79.31,147.91,22.6,183.0,7,July,7,Sunday,0.7853403141361256,237.93,56057.89,56501.619999999995,Low
2024-07-07 22:51:47.671781186,Hyderabad,Prepared Food,Rice Bowl,154,141,13,30.09,52.64,32.6,257.0,7,July,7,Sunday,8.441558441558442,391.17,7422.24,8106.56,Low
2024-07-08 10:33:03.722481654,Delhi,Fruits,Apple,234,227,7,86.24,113.54,39.8,274.0,7,July,8,Monday,2.9914529914529915,603.68,25773.58,26568.36,Low
2024-07-08 22:14:19.773182120,Chennai,Bakery,Donut,313,230,83,37.26,50.15,25.0,147.0,7,July,8,Monday,26.517571884984026,3092.58,11534.5,15696.949999999999,Medium
2024-07-09 09:55:35.823882588,Chennai,Dairy,Butter,178,140,38,15.21,29.97,40.7,182.0,7,July,9,Tuesday,21.34831460674157,577.98,4195.8,5334.66,Medium
2024-07-09 21:36:51.874583054,Mumbai,Vegetables,Potato,242,164,78,16.8,26.14,25.0,248.0,7,July,9,Tuesday,32.231404958677686,1310.4,4286.96,6325.88,High
2024-07-10 09:18:07.925283522,Bangalore,Dairy,Milk,124,77,47,38.36,57.29,41.6,409.0,7,July,10,Wednesday,37.903225806451616,1802.92,4411.33,7103.96,High
2024-07-10 20:59:23.975983988,Delhi,Vegetables,Carrot,420,279,141,95.27,146.35,35.9,106.0,7,July,10,Wednesday,33.57142857142857,13433.07,40831.65,61467.0,High
2024-07-11 08:40:40.026684456,Bangalore,Bakery,Cake,381,322,59,10.71,18.65,29.8,103.0,7,July,11,Thursday,15.485564304461944,631.8900000000001,6005.299999999999,7105.65,Medium
2024-07-11 20:21:56.077384922,Mumbai,Bakery,Cake,325,192,133,41.88,82.27,41.2,439.0,7,July,11,Thursday,40.92307692307692,5570.04,15795.84,26737.75,High
2024-07-12 08:03:12.128085390,Bangalore,Dairy,Cheese,401,360,41,51.27,86.78,39.0,57.0,7,July,12,Friday,10.224438902743142,2102.07,31240.8,34798.78,Low
2024-07-12 19:44:28.178785856,Mumbai,Vegetables,Tomato,207,145,62,22.33,44.58,31.6,400.0,7,July,12,Friday,29.951690821256037,1384.4599999999998,6464.099999999999,9228.06,Medium
2024-07-13 07:25:44.229486324,Hyderabad,Vegetables,Spinach,371,271,100,95.63,190.91,35.7,139.0,7,July,13,Saturday,26.954177897574123,9563.0,51736.61,70827.61,Medium
2024-07-13 19:07:00.280186790,Mumbai,Bakery,Donut,456,338,118,92.74,131.99,24.7,203.0,7,July,13,Saturday,25.877192982456144,10943.32,44612.62,60187.44,Medium
2024-07-14 06:48:16.330887258,Mumbai,Vegetables,Spinach,384,269,115,41.95,75.04,28.7,385.0,7,July,14,Sunday,29.947916666666668,4824.25,20185.760000000002,28815.36,Medium
2024-07-14 18:29:32.381587724,Chennai,Dairy,Cheese,461,260,201,79.58,120.72,25.1,476.0,7,July,14,Sunday,43.600867678958785,15995.58,31387.2,55651.92,High
2024-07-15 06:10:48.432288192,Delhi,Bakery,Croissant,187,187,0,86.97,149.77,38.4,85.0,7,July,15,Monday,0.0,0.0,28006.99,28006.99,Low
2024-07-15 17:52:04.482988658,Delhi,Prepared Food,Burger,354,297,57,86.32,156.26,22.1,150.0,7,July,15,Monday,16.101694915254235,4920.24,46409.219999999994,55316.03999999999,Medium
2024-07-16 05:33:20.533689126,Chennai,Fruits,Apple,463,394,69,10.04,19.39,23.4,296.0,7,July,16,Tuesday,14.902807775377969,692.76,7639.66,8977.57,Low
2024-07-16 17:14:36.584389592,Mumbai,Fruits,Banana,228,156,72,56.14,91.91,34.0,453.0,7,July,16,Tuesday,31.57894736842105,4042.08,14337.96,20955.48,High
2024-07-17 04:55:52.635090060,Mumbai,Prepared Food,Sandwich,198,198,0,34.8,60.39,41.8,398.0,7,July,17,Wednesday,0.0,0.0,11957.22,11957.22,Low
2024-07-17 16:37:08.685790526,Mumbai,Vegetables,Tomato,181,166,15,86.25,166.6,39.3,453.0,7,July,17,Wednesday,8.287292817679557,1293.75,27655.6,30154.6,Low
2024-07-18 04:18:24.736490994,Bangalore,Vegetables,Carrot,414,267,147,13.5,17.89,23.9,403.0,7,July,18,Thursday,35.507246376811594,1984.5,4776.63,7406.46,High
2024-07-18 15:59:40.787191460,Chennai,Prepared Food,Rice Bowl,167,159,8,74.72,126.6,29.4,125.0,7,July,18,Thursday,4.790419161676647,597.76,20129.399999999998,21142.2,Low
2024-07-19 03:40:56.837891928,Mumbai,Dairy,Yogurt,208,173,35,48.71,94.14,38.6,182.0,7,July,19,Friday,16.826923076923077,1704.8500000000001,16286.22,19581.12,Medium
2024-07-19 15:22:12.888592394,Delhi,Prepared Food,Sandwich,378,312,66,90.0,151.3,24.5,441.0,7,July,19,Friday,17.46031746031746,5940.0,47205.600000000006,57191.4,Medium
2024-07-20 03:03:28.939292862,Mumbai,Bakery,Donut,211,161,50,28.64,38.66,21.5,320.0,7,July,20,Saturday,23.696682464454977,1432.0,6224.259999999999,8157.259999999999,Medium
2024-07-20 14:44:44.989993328,Hyderabad,Fruits,Apple,294,271,23,82.98,156.42,27.3,73.0,7,July,20,Saturday,7.8231292517006805,1908.5400000000002,42389.82,45987.479999999996,Low
2024-07-21 02:26:01.040693796,Mumbai,Dairy,Butter,389,389,0,58.52,87.65,29.4,118.0,7,July,21,Sunday,0.0,0.0,34095.850000000006,34095.850000000006,Low
2024-07-21 14:07:17.091394262,Hyderabad,Prepared Food,Sandwich,412,279,133,42.6,76.94,24.4,152.0,7,July,21,Sunday,32.28155339805826,5665.8,21466.26,31699.28,High
2024-07-22 01:48:33.142094730,Delhi,Prepared Food,Rice Bowl,102,77,25,75.64,149.52,24.9,469.0,7,July,22,Monday,24.509803921568626,1891.0,11513.04,15251.04,Medium
2024-07-22 13:29:49.192795196,Chennai,Bakery,Bread,442,300,142,37.26,56.92,35.7,460.0,7,July,22,Monday,32.126696832579185,5290.92,17076.0,25158.64,High
2024-07-23 01:11:05.243495664,Hyderabad,Fruits,Banana,481,386,95,99.96,158.34,24.9,71.0,7,July,23,Tuesday,19.75051975051975,9496.199999999999,61119.24,76161.54000000001,Medium
2024-07-23 12:52:21.294196130,Chennai,Prepared Food,Sandwich,340,202,138,17.06,28.68,35.6,492.0,7,July,23,Tuesday,40.588235294117645,2354.2799999999997,5793.36,9751.2,High
2024-07-24 00:33:37.344896598,Hyderabad,Dairy,Yogurt,238,225,13,13.82,20.53,33.2,485.0,7,July,24,Wednesday,5.46218487394958,179.66,4619.25,4886.14,Low
2024-07-24 12:14:53.395597064,Chennai,Bakery,Croissant,456,351,105,80.27,144.16,23.8,130.0,7,July,24,Wednesday,23.026315789473685,8428.35,50600.159999999996,65736.95999999999,Medium
2024-07-24 23:56:09.446297532,Bangalore,Bakery,Croissant,203,125,78,74.29,120.59,40.3,456.0,7,July,24,Wednesday,38.42364532019704,5794.620000000001,15073.75,24479.77,High
2024-07-25 11:37:25.496997998,Chennai,Dairy,Yogurt,225,179,46,34.67,64.66,24.3,190.0,7,July,25,Thursday,20.444444444444446,1594.8200000000002,11574.14,14548.5,Medium
2024-07-25 23:18:41.547698466,Chennai,Vegetables,Spinach,102,72,30,73.11,132.25,32.4,232.0,7,July,25,Thursday,29.411764705882355,2193.3,9522.0,13489.5,Medium
2024-07-26 10:59:57.598398932,Mumbai,Bakery,Bread,370,302,68,80.76,146.51,28.5,388.0,7,July,26,Friday,18.37837837837838,5491.68,44246.02,54208.7,Medium
2024-07-26 22:41:13.649099398,Mumbai,Fruits,Mango,177,154,23,65.43,123.68,22.1,265.0,7,July,26,Friday,12.994350282485875,1504.89,19046.72,21891.36,Low
2024-07-27 10:22:29.699799866,Mumbai,Fruits,Apple,489,388,101,58.09,97.5,29.5,332.0,7,July,27,Saturday,20.654396728016362,5867.09,37830.0,47677.5,Medium
2024-07-27 22:03:45.750500332,Mumbai,Prepared Food,Burger,246,210,36,30.41,58.25,37.8,144.0,7,July,27,Saturday,14.634146341463413,1094.76,12232.5,14329.5,Low
2024-07-28 09:45:01.801200800,Bangalore,Vegetables,Spinach,475,282,193,70.54,131.04,25.5,489.0,7,July,28,Sunday,40.63157894736842,13614.220000000001,36953.28,62243.99999999999,High
