Date,Location,Food_Category,Food_Item,Quantity_Produced,Quantity_Sold,Quantity_Wasted,Cost_Per_Unit,Revenue_Per_Unit,Temperature,Customers
2024-05-02 05:38:08.725817212,Chennai,Prepared Food,Burger,141,97,44,96.06,133.83,22.2,169.0
2024-05-02 17:19:24.776517678,Hyderabad,Bakery,Bread,229,184,45,16.88,25.25,40.5,493.0
2024-05-03 05:00:40.827218146,Mumbai,Prepared Food,Burger,346,223,123,44.77,72.31,25.0,450.0
2024-05-03 16:41:56.877918612,Chennai,Vegetables,Carrot,168,123,45,98.94,159.32,21.1,249.0
2024-05-04 04:23:12.928619080,Mumbai,Bakery,Croissant,484,374,110,82.19,112.91,20.8,197.0
2024-05-04 16:04:28.979319546,Bangalore,Prepared Food,Burger,465,393,72,97.37,190.81,37.2,100.0
2024-05-05 03:45:45.030020012,Chennai,Fruits,Banana,360,291,69,84.75,114.25,29.3,160.0
2024-05-05 15:27:01.080720480,Hyderabad,Vegetables,Tomato,428,428,0,70.06,91.59,25.6,373.0
2024-05-06 03:08:17.131420946,Hyderabad,Bakery,Bread,477,380,97,13.78,27.26,37.6,189.0
2024-05-06 14:49:33.182121414,Bangalore,Fruits,Mango,473,272,201,62.42,113.83,37.9,429.0
2024-05-07 02:30:49.232821880,Bangalore,Dairy,Yogurt,370,219,151,93.53,136.29,28.2,364.0
2024-05-07 14:12:05.283522348,Hyderabad,Vegetables,Potato,213,138,75,34.64,67.54,34.9,484.0
2024-05-08 01:53:21.334222814,Chennai,Bakery,Donut,221,152,69,38.52,73.78,25.7,480.0
2024-05-08 13:34:37.384923282,Chennai,Dairy,Milk,248,143,105,77.34,130.74,24.0,273.0
2024-05-09 01:15:53.435623748,Mumbai,Fruits,Mango,444,265,179,58.56,105.97,22.4,262.0
2024-05-09 12:57:09.486324216,Bangalore,Vegetables,Carrot,194,184,10,55.53,104.87,36.1,220.0
2024-05-10 00:38:25.537024682,Hyderabad,Prepared Food,Rice Bowl,283,157,126,36.78,62.36,35.2,344.0
2024-05-10 12:19:41.587725150,Hyderabad,Vegetables,Carrot,227,224,3,24.41,39.62,,178.0
2024-05-11 00:00:57.638425616,Mumbai,Vegetables,Tomato,487,370,117,27.46,52.61,34.5,59.0
2024-05-11 11:42:13.689126084,Mumbai,Prepared Food,Burger,165,130,35,43.77,73.41,31.5,283.0
2024-05-11 23:23:29.739826550,Delhi,Dairy,Cheese,308,182,126,77.46,141.83,34.9,449.0
2024-05-12 11:04:45.790527018,Mumbai,Fruits,Orange,200,167,33,43.15,69.65,35.9,73.0
2024-05-12 22:46:01.841227484,Chennai,Fruits,Banana,329,233,96,72.61,94.56,33.6,309.0
2024-05-13 10:27:17.891927952,Chennai,Vegetables,Tomato,119,81,38,62.94,103.01,34.1,265.0
2024-05-13 22:08:33.942628418,Bangalore,Prepared Food,Burger,154,87,67,14.75,24.2,33.2,452.0
2024-05-14 09:49:49.993328886,Mumbai,Vegetables,Spinach,404,284,120,16.94,22.72,27.4,79.0
2024-05-14 21:31:06.044029352,Chennai,Dairy,Cheese,455,441,14,56.83,88.74,22.7,162.0
2024-05-15 09:12:22.094729820,Delhi,Bakery,Cake,212,207,5,76.21,152.33,40.5,350.0
2024-05-15 20:53:38.145430286,Delhi,Bakery,Bread,247,246,1,26.04,46.35,41.8,173.0
2024-05-16 08:34:54.196130754,Hyderabad,Fruits,Orange,189,118,71,28.26,47.93,41.6,308.0
2024-05-16 20:16:10.246831220,Hyderabad,Prepared Food,Pizza,449,363,86,34.58,57.49,26.6,294.0
2024-05-17 07:57:26.297531688,Mumbai,Fruits,Banana,401,373,28,88.55,167.3,24.1,98.0
2024-05-17 19:38:42.348232154,Chennai,Prepared Food,Sandwich,455,319,136,66.81,89.18,39.9,468.0
2024-05-18 07:19:58.398932622,Hyderabad,Bakery,Donut,199,178,21,15.16,22.1,22.9,106.0
2024-05-18 19:01:14.449633088,Hyderabad,Vegetables,Spinach,135,94,41,16.21,21.72,26.2,269.0
2024-05-19 06:42:30.500333556,Delhi,Fruits,Orange,369,321,48,97.74,152.46,29.4,266.0
2024-05-19 18:23:46.551034022,Delhi,Prepared Food,Sandwich,428,279,149,86.78,115.64,33.6,412.0
2024-05-20 06:05:02.601734490,Delhi,Bakery,Bread,277,184,93,79.47,108.12,25.2,209.0
2024-05-20 17:46:18.652434956,Chennai,Fruits,Mango,253,246,7,80.89,140.51,30.9,70.0
2024-05-21 05:27:34.703135424,Mumbai,Dairy,Milk,186,138,48,60.88,98.91,41.4,433.0
2024-05-21 17:08:50.753835890,Chennai,Vegetables,Tomato,260,192,68,74.8,119.13,22.0,135.0
2024-05-22 04:50:06.804536358,Chennai,Bakery,Bread,160,115,45,75.05,101.12,35.6,66.0
2024-05-22 16:31:22.855236824,Bangalore,Dairy,Cheese,164,163,1,24.92,48.89,38.7,115.0
2024-05-23 04:12:38.905937292,Mumbai,Dairy,Cheese,224,161,63,59.09,79.39,31.3,
2024-05-23 15:53:54.956637758,Mumbai,Fruits,Banana,291,222,69,54.75,84.2,39.2,203.0
2024-05-24 03:35:11.007338226,Delhi,Vegetables,Potato,313,291,22,21.36,37.63,23.6,319.0
2024-05-24 15:16:27.058038692,Hyderabad,Fruits,Apple,267,203,64,77.57,131.14,32.2,297.0
2024-05-25 02:57:43.108739160,Delhi,Fruits,Mango,196,148,48,54.8,75.29,34.4,138.0
2024-05-25 14:38:59.159439626,Mumbai,Fruits,Banana,296,212,84,27.6,39.49,22.1,346.0
2024-05-26 02:20:15.210140092,Chennai,Vegetables,Tomato,171,148,23,67.84,97.49,39.7,259.0
2024-05-26 14:01:31.260840560,Delhi,Dairy,Butter,367,330,37,38.51,73.17,39.9,163.0
2024-05-27 01:42:47.311541026,Hyderabad,Fruits,Mango,319,303,16,13.0,20.21,36.1,225.0
2024-05-27 13:24:03.362241494,Delhi,Fruits,Apple,465,273,192,89.42,166.55,31.1,65.0
2024-05-28 01:05:19.412941960,Chennai,Bakery,Croissant,474,280,194,75.27,114.87,41.9,272.0
2024-05-28 12:46:35.463642428,Mumbai,Fruits,Orange,424,257,167,18.37,24.26,38.1,
2024-05-29 00:27:51.514342894,Chennai,Prepared Food,Pizza,364,315,49,92.64,127.61,36.7,426.0
2024-05-29 12:09:07.565043362,Delhi,Fruits,Banana,463,454,9,42.2,69.46,38.2,335.0
2024-05-29 23:50:23.615743828,Chennai,Dairy,Butter,255,229,26,19.06,27.98,23.1,90.0
2024-05-30 11:31:39.666444296,Bangalore,Fruits,Orange,413,301,112,68.6,119.0,27.8,374.0
2024-05-30 23:12:55.717144762,Mumbai,Vegetables,Carrot,388,337,51,70.86,108.24,35.1,205.0
2024-05-31 10:54:11.767845230,Delhi,Bakery,Donut,100,62,38,16.54,22.39,27.5,491.0
2024-05-31 22:35:27.818545696,Chennai,Bakery,Croissant,326,235,91,37.36,65.65,40.6,450.0
2024-06-01 10:16:43.869246164,Delhi,Bakery,Croissant,432,351,81,91.65,162.18,32.3,140.0
2024-06-01 21:57:59.919946630,Delhi,Dairy,Butter,427,423,4,44.24,87.76,22.4,133.0
2024-06-02 09:39:15.970647098,Bangalore,Bakery,Bread,201,196,5,21.47,38.55,41.4,436.0
2024-06-02 21:20:32.021347564,Hyderabad,Dairy,Yogurt,383,382,1,96.65,174.81,26.7,424.0
2024-06-03 09:01:48.072048032,Mumbai,Bakery,Donut,497,392,105,73.33,123.08,22.1,335.0
2024-06-03 20:43:04.122748498,Hyderabad,Bakery,Donut,475,312,163,37.11,63.79,26.5,492.0
2024-06-04 08:24:20.173448966,Mumbai,Bakery,Donut,167,98,69,88.95,136.21,27.5,169.0
2024-06-04 20:05:36.224149432,Hyderabad,Prepared Food,Sandwich,257,152,105,62.45,124.7,38.8,304.0
2024-06-05 07:46:52.274849900,Delhi,Prepared Food,Rice Bowl,456,444,12,53.95,97.99,31.6,442.0
2024-06-05 19:28:08.325550366,Hyderabad,Vegetables,Carrot,315,237,78,12.26,21.9,21.8,487.0
2024-06-06 07:09:24.376250834,Hyderabad,Vegetables,Potato,246,160,86,24.83,35.24,40.9,87.0
2024-06-06 18:50:40.426951300,Chennai,Vegetables,Tomato,278,155,123,70.88,98.68,,125.0
2024-06-07 06:31:56.477651768,Delhi,Prepared Food,Pizza,293,251,42,76.92,127.26,34.0,311.0
2024-06-07 18:13:12.528352234,Hyderabad,Bakery,Cake,160,99,61,64.37,124.57,25.3,411.0
2024-06-08 05:54:28.579052702,Chennai,Bakery,Bread,208,153,55,52.28,84.34,30.4,226.0
2024-06-08 17:35:44.629753168,Hyderabad,Prepared Food,Rice Bowl,401,332,69,29.72,39.4,22.4,139.0
2024-06-09 05:17:00.680453636,Hyderabad,Prepared Food,Rice Bowl,291,221,70,45.71,60.84,26.1,393.0
2024-06-09 16:58:16.731154102,Hyderabad,Prepared Food,Rice Bowl,116,86,30,57.84,110.82,32.6,88.0
2024-06-10 04:39:32.781854570,Mumbai,Prepared Food,Burger,246,145,101,21.83,32.58,28.7,157.0
2024-06-10 16:20:48.832555036,Chennai,Fruits,Mango,208,125,83,70.71,106.61,35.8,299.0
2024-06-11 04:02:04.883255504,Hyderabad,Prepared Food,Burger,446,418,28,14.6,21.61,21.3,224.0
2024-06-11 15:43:20.933955970,Bangalore,Vegetables,Potato,423,392,31,51.06,79.57,22.7,461.0
2024-06-12 03:24:36.984656438,Hyderabad,Vegetables,Tomato,431,358,73,38.9,70.99,29.1,334.0
2024-06-12 15:05:53.035356904,Bangalore,Bakery,Cake,406,297,109,63.88,105.5,23.1,250.0
2024-06-13 02:47:09.086057372,Delhi,Bakery,Croissant,358,279,79,67.41,122.6,31.7,436.0
2024-06-13 14:28:25.136757838,Hyderabad,Dairy,Milk,367,363,4,50.4,68.5,28.8,406.0
2024-06-14 02:09:41.187458306,Hyderabad,Prepared Food,Sandwich,226,218,8,51.99,97.31,21.5,326.0
2024-06-14 13:50:57.238158772,Delhi,Fruits,Banana,198,152,46,34.78,52.67,37.4,237.0
2024-06-15 01:32:13.288859240,Mumbai,Vegetables,Potato,294,239,55,78.34,107.26,39.6,209.0
2024-06-15 13:13:29.339559706,Hyderabad,Dairy,Yogurt,217,151,66,57.32,95.05,23.6,56.0
2024-06-16 00:54:45.390260172,Hyderabad,Vegetables,Tomato,292,206,86,23.9,31.5,34.2,468.0
2024-06-16 12:36:01.440960640,Mumbai,Fruits,Orange,225,133,92,38.01,67.43,33.3,467.0
2024-06-17 00:17:17.491661106,Delhi,Vegetables,Spinach,420,261,159,71.94,100.6,30.7,425.0
2024-06-17 11:58:33.542361574,Mumbai,Fruits,Orange,144,82,62,,27.39,40.4,283.0
2024-06-17 23:39:49.593062040,Mumbai,Fruits,Banana,224,137,87,53.91,74.99,38.4,86.0
2024-06-18 11:21:05.643762508,Chennai,Dairy,Butter,134,95,39,49.97,99.76,32.0,334.0
2024-06-18 23:02:21.694462974,Delhi,Prepared Food,Pizza,208,135,73,58.73,82.69,32.2,211.0
2024-06-19 10:43:37.745163442,Chennai,Prepared Food,Sandwich,478,348,130,49.64,75.04,25.7,100.0
2024-06-19 22:24:53.795863908,Chennai,Dairy,Milk,482,285,197,96.98,163.93,27.6,141.0
2024-06-20 10:06:09.846564376,Chennai,Prepared Food,Pizza,210,125,85,28.66,52.95,36.2,387.0
2024-06-20 21:47:25.897264842,Bangalore,Bakery,Donut,374,369,5,75.77,106.35,38.8,150.0
2024-06-21 09:28:41.947965310,Mumbai,Vegetables,Potato,163,99,64,41.81,67.77,20.8,295.0
2024-06-21 21:09:57.998665776,Delhi,Fruits,Orange,104,73,31,71.27,115.94,20.8,119.0
2024-06-22 08:51:14.049366244,Mumbai,Bakery,Croissant,253,186,67,18.43,33.69,30.8,232.0
2024-06-22 20:32:30.100066710,Mumbai,Dairy,Butter,315,315,0,64.52,125.37,28.0,228.0
2024-06-23 08:13:46.150767178,Mumbai,Prepared Food,Sandwich,181,149,32,64.19,110.02,37.7,212.0
2024-06-23 19:55:02.201467644,Delhi,Bakery,Donut,436,319,117,86.23,166.01,21.4,343.0
2024-06-24 07:36:18.252168112,Chennai,Fruits,Orange,112,107,5,66.39,129.36,20.4,71.0
2024-06-24 19:17:34.302868578,Mumbai,Prepared Food,Sandwich,422,285,137,57.45,100.12,34.2,253.0
2024-06-25 06:58:50.353569046,Mumbai,Dairy,Milk,283,184,99,96.17,125.62,42.0,313.0
2024-06-25 18:40:06.404269512,Mumbai,Dairy,Milk,164,125,39,85.07,154.69,23.1,281.0
2024-06-26 06:21:22.454969980,Hyderabad,Prepared Food,Burger,226,124,102,86.13,148.96,21.9,314.0
2024-06-26 18:02:38.505670446,Delhi,Dairy,Cheese,457,325,132,41.39,57.02,37.8,222.0
2024-06-27 05:43:54.556370914,Chennai,Dairy,Milk,182,115,67,71.36,98.41,38.5,429.0
2024-06-27 17:25:10.607071380,Bangalore,Vegetables,Potato,112,107,5,29.0,55.23,28.8,264.0
2024-06-28 05:06:26.657771848,Chennai,Fruits,Banana,330,233,97,85.8,144.51,24.8,318.0
2024-06-28 16:47:42.708472314,Chennai,Prepared Food,Pizza,374,261,113,78.37,112.19,35.8,81.0
2024-06-29 04:28:58.759172782,Delhi,Dairy,Cheese,153,135,18,67.34,112.35,30.2,415.0
2024-06-29 16:10:14.809873248,Delhi,Vegetables,Tomato,304,225,79,79.78,118.87,30.9,339.0
2024-06-30 03:51:30.860573716,Bangalore,Dairy,Butter,226,198,28,34.44,54.47,22.3,290.0
2024-06-30 15:32:46.911274182,Bangalore,Dairy,Milk,373,300,73,63.41,122.19,32.8,313.0
2024-07-01 03:14:02.961974650,Chennai,Bakery,Cake,476,324,152,38.46,52.74,27.9,196.0
2024-07-01 14:55:19.012675116,Bangalore,Bakery,Croissant,199,190,9,90.27,144.76,40.0,161.0
2024-07-02 02:36:35.063375584,Chennai,Vegetables,Carrot,285,215,70,66.94,120.0,20.1,72.0
2024-07-02 14:17:51.114076050,Mumbai,Prepared Food,Rice Bowl,112,97,15,96.94,177.66,40.9,480.0
2024-07-03 01:59:07.164776518,Hyderabad,Bakery,Cake,120,85,35,80.36,140.7,21.1,150.0
2024-07-03 13:40:23.215476984,Hyderabad,Vegetables,Spinach,454,295,159,19.99,34.86,37.0,410.0
2024-07-04 01:21:39.266177452,Hyderabad,Vegetables,Carrot,112,78,34,59.69,94.97,35.8,186.0
2024-07-04 13:02:55.316877918,Mumbai,Bakery,Cake,409,407,2,68.29,126.84,36.6,286.0
2024-07-05 00:44:11.367578386,Delhi,Dairy,Milk,373,207,166,38.41,67.27,28.7,359.0
2024-07-05 12:25:27.418278852,Chennai,Bakery,Donut,351,205,146,15.23,20.99,31.3,93.0
2024-07-06 00:06:43.468979320,Chennai,Prepared Food,Sandwich,264,246,18,40.36,53.01,22.7,187.0
2024-07-06 11:47:59.519679786,Mumbai,Fruits,Apple,210,131,79,91.55,136.1,35.9,458.0
2024-07-06 23:29:15.570380252,Delhi,Vegetables,Potato,445,308,137,38.07,70.12,37.0,153.0
2024-07-07 11:10:31.621080720,Delhi,Vegetables,Potato,382,379,3,79.31,147.91,22.6,183.0
2024-07-07 22:51:47.671781186,Hyderabad,Prepared Food,Rice Bowl,154,141,13,30.09,52.64,32.6,257.0
2024-07-08 10:33:03.722481654,Delhi,Fruits,Apple,234,227,7,86.24,113.54,39.8,274.0
2024-07-08 22:14:19.773182120,Chennai,Bakery,Donut,313,230,83,37.26,50.15,25.0,147.0
2024-07-09 09:55:35.823882588,Chennai,Dairy,Butter,178,140,38,15.21,29.97,40.7,182.0
2024-07-09 21:36:51.874583054,Mumbai,Vegetables,Potato,242,164,78,16.8,26.14,25.0,248.0
2024-07-10 09:18:07.925283522,Bangalore,Dairy,Milk,124,77,47,38.36,57.29,41.6,409.0
2024-07-10 20:59:23.975983988,Delhi,Vegetables,Carrot,420,279,141,95.27,146.35,35.9,106.0
2024-07-11 08:40:40.026684456,Bangalore,Bakery,Cake,381,322,59,10.71,18.65,29.8,103.0
2024-07-11 20:21:56.077384922,Mumbai,Bakery,Cake,325,192,133,41.88,82.27,41.2,439.0
2024-07-12 08:03:12.128085390,Bangalore,Dairy,Cheese,401,360,41,51.27,86.78,39.0,57.0
2024-07-12 19:44:28.178785856,Mumbai,Vegetables,Tomato,207,145,62,22.33,44.58,31.6,400.0
2024-07-13 07:25:44.229486324,Hyderabad,Vegetables,Spinach,371,271,100,95.63,190.91,35.7,139.0
2024-07-13 19:07:00.280186790,Mumbai,Bakery,Donut,456,338,118,92.74,131.99,24.7,203.0
2024-07-14 06:48:16.330887258,Mumbai,Vegetables,Spinach,384,269,115,41.95,75.04,28.7,385.0
2024-07-14 18:29:32.381587724,Chennai,Dairy,Cheese,461,260,201,79.58,120.72,25.1,476.0
2024-07-15 06:10:48.432288192,Delhi,Bakery,Croissant,187,187,0,86.97,149.77,38.4,85.0
2024-07-15 17:52:04.482988658,Delhi,Prepared Food,Burger,354,297,57,86.32,156.26,22.1,150.0
2024-07-16 05:33:20.533689126,Chennai,Fruits,Apple,463,394,69,10.04,19.39,23.4,296.0
2024-07-16 17:14:36.584389592,Mumbai,Fruits,Banana,228,156,72,56.14,91.91,34.0,453.0
2024-07-17 04:55:52.635090060,Mumbai,Prepared Food,Sandwich,198,198,0,34.8,60.39,41.8,398.0
2024-07-17 16:37:08.685790526,Mumbai,Vegetables,Tomato,181,166,15,86.25,166.6,39.3,453.0
2024-07-18 04:18:24.736490994,Bangalore,Vegetables,Carrot,414,267,147,13.5,17.89,23.9,403.0
2024-07-18 15:59:40.787191460,Chennai,Prepared Food,Rice Bowl,167,159,8,74.72,126.6,29.4,125.0
2024-07-19 03:40:56.837891928,Mumbai,Dairy,Yogurt,208,173,35,48.71,94.14,38.6,182.0
2024-07-19 15:22:12.888592394,Delhi,Prepared Food,Sandwich,378,312,66,90.0,151.3,24.5,441.0
2024-07-20 03:03:28.939292862,Mumbai,Bakery,Donut,211,161,50,28.64,38.66,21.5,320.0
2024-07-20 14:44:44.989993328,Hyderabad,Fruits,Apple,294,271,23,82.98,156.42,27.3,73.0
2024-07-21 02:26:01.040693796,Mumbai,Dairy,Butter,389,389,0,58.52,87.65,29.4,118.0
2024-07-21 14:07:17.091394262,Hyderabad,Prepared Food,Sandwich,412,279,133,42.6,76.94,24.4,152.0
2024-07-22 01:48:33.142094730,Delhi,Prepared Food,Rice Bowl,102,77,25,75.64,149.52,24.9,469.0
2024-07-22 13:29:49.192795196,Chennai,Bakery,Bread,442,300,142,37.26,56.92,35.7,460.0
2024-07-23 01:11:05.243495664,Hyderabad,Fruits,Banana,481,386,95,99.96,158.34,24.9,71.0
2024-07-23 12:52:21.294196130,Chennai,Prepared Food,Sandwich,340,202,138,17.06,28.68,35.6,492.0
2024-07-24 00:33:37.344896598,Hyderabad,Dairy,Yogurt,238,225,13,13.82,20.53,33.2,485.0
2024-07-24 12:14:53.395597064,Chennai,Bakery,Croissant,456,351,105,80.27,144.16,23.8,130.0
2024-07-24 23:56:09.446297532,Bangalore,Bakery,Croissant,203,125,78,74.29,120.59,40.3,456.0
2024-07-25 11:37:25.496997998,Chennai,Dairy,Yogurt,225,179,46,34.67,64.66,24.3,190.0
2024-07-25 23:18:41.547698466,Chennai,Vegetables,Spinach,102,72,30,73.11,132.25,32.4,232.0
2024-07-26 10:59:57.598398932,Mumbai,Bakery,Bread,370,302,68,80.76,146.51,28.5,388.0
2024-07-26 22:41:13.649099398,Mumbai,Fruits,Mango,177,154,23,65.43,123.68,22.1,265.0
2024-07-27 10:22:29.699799866,Mumbai,Fruits,Apple,489,388,101,58.09,97.5,29.5,332.0
2024-07-27 22:03:45.750500332,Mumbai,Prepared Food,Burger,246,210,36,30.41,58.25,37.8,144.0
2024-07-28 09:45:01.801200800,Bangalore,Vegetables,Spinach,475,282,193,70.54,131.04,25.5,489.0
2024-07-28 21:26:17.851901268,Mumbai,Fruits,Banana,278,233,45,32.28,45.64,24.1,61.0
2024-07-29 09:07:33.902601732,Chennai,Prepared Food,Pizza,382,349,33,65.92,101.11,36.1,383.0
2024-07-29 20:48:49.953302200,Mumbai,Prepared Food,Sandwich,132,121,11,48.95,87.12,27.3,499.0
2024-07-30 08:30:06.004002668,Chennai,Vegetables,Tomato,183,153,30,76.01,105.0,37.2,177.0
2024-07-30 20:11:22.054703136,Delhi,Prepared Food,Burger,128,93,35,34.87,55.88,41.6,267.0
2024-07-31 07:52:38.105403600,Hyderabad,Prepared Food,Sandwich,421,236,185,59.3,117.73,32.2,131.0
2024-07-31 19:33:54.156104068,Hyderabad,Dairy,Butter,318,244,74,33.78,48.77,30.6,257.0
2024-08-01 07:15:10.206804536,Bangalore,Dairy,Butter,265,166,99,22.95,39.4,23.8,279.0
2024-08-01 18:56:26.257505004,Hyderabad,Vegetables,Carrot,247,242,5,51.22,69.89,32.2,358.0
2024-08-02 06:37:42.308205468,Mumbai,Dairy,Cheese,233,206,27,60.73,98.11,34.8,375.0
2024-08-02 18:18:58.358905936,Delhi,Bakery,Croissant,158,87,71,87.95,172.62,22.3,315.0
2024-08-03 06:00:14.409606404,Mumbai,Prepared Food,Pizza,249,186,63,89.47,129.0,32.9,147.0
2024-08-03 17:41:30.460306872,Delhi,Bakery,Bread,468,301,167,62.46,92.26,29.9,434.0
2024-08-04 05:22:46.511007336,Hyderabad,Dairy,Butter,336,229,107,26.97,47.76,41.5,194.0
2024-08-04 17:04:02.561707804,Mumbai,Dairy,Cheese,153,133,20,18.34,33.45,40.1,461.0
2024-08-05 04:45:18.612408272,Mumbai,Vegetables,Tomato,172,120,52,10.81,18.51,33.5,426.0
2024-08-05 16:26:34.663108740,Bangalore,Bakery,Cake,311,209,102,27.93,53.46,36.3,96.0
2024-08-06 04:07:50.713809204,Chennai,Bakery,Bread,398,393,5,92.01,142.47,29.3,367.0
2024-08-06 15:49:06.764509672,Mumbai,Dairy,Milk,115,80,35,43.5,66.69,39.5,176.0
2024-08-07 03:30:22.815210140,Mumbai,Fruits,Mango,418,305,113,80.81,127.54,31.3,425.0
2024-08-07 15:11:38.865910608,Mumbai,Fruits,Banana,308,241,67,28.56,53.12,27.3,493.0
2024-08-08 02:52:54.916611072,Chennai,Vegetables,Tomato,236,210,26,80.86,130.83,33.9,412.0
2024-08-08 14:34:10.967311540,Bangalore,Fruits,Mango,267,181,86,58.15,81.47,37.2,67.0
2024-08-09 02:15:27.018012008,Mumbai,Dairy,Yogurt,285,159,126,63.12,100.07,30.3,137.0
2024-08-09 13:56:43.068712476,Hyderabad,Vegetables,Spinach,410,227,183,46.87,82.43,25.7,87.0
2024-08-10 01:37:59.119412940,Chennai,Prepared Food,Burger,232,200,32,94.83,172.85,35.9,352.0
2024-08-10 13:19:15.170113408,Mumbai,Vegetables,Carrot,168,92,76,37.88,55.87,31.3,72.0
2024-08-11 01:00:31.220813876,Chennai,Bakery,Bread,418,350,68,84.57,156.67,26.8,81.0
2024-08-11 12:41:47.271514344,Bangalore,Prepared Food,Burger,276,256,20,34.43,50.35,27.0,366.0
2024-08-12 00:23:03.322214808,Mumbai,Bakery,Cake,208,148,60,41.4,68.94,37.5,136.0
2024-08-12 12:04:19.372915276,Mumbai,Bakery,Donut,412,352,60,64.95,91.73,34.8,190.0
2024-08-12 23:45:35.423615744,Chennai,Vegetables,Carrot,346,293,53,87.67,146.61,37.4,143.0
2024-08-13 11:26:51.474316212,Hyderabad,Bakery,Cake,225,154,71,90.18,132.48,27.8,164.0
2024-08-13 23:08:07.525016676,Hyderabad,Vegetables,Potato,333,210,123,37.99,53.83,25.4,176.0
2024-08-14 10:49:23.575717144,Delhi,Fruits,Banana,251,209,42,98.76,157.06,36.6,68.0
2024-08-14 22:30:39.626417612,Bangalore,Fruits,Banana,453,389,64,,153.91,31.7,254.0
2024-08-15 10:11:55.677118080,Chennai,Bakery,Bread,394,343,51,98.24,162.94,22.5,331.0
2024-08-15 21:53:11.727818544,Bangalore,Bakery,Croissant,404,324,80,47.73,62.65,37.4,74.0
2024-08-16 09:34:27.778519012,Mumbai,Fruits,Apple,306,196,110,66.56,118.61,25.6,74.0
2024-08-16 21:15:43.829219480,Hyderabad,Vegetables,Tomato,192,190,2,85.9,140.84,27.3,282.0
2024-08-17 08:56:59.879919944,Mumbai,Prepared Food,Pizza,370,333,37,11.2,17.77,34.3,195.0
2024-08-17 20:38:15.930620412,Bangalore,Fruits,Mango,323,312,11,88.96,139.9,31.9,341.0
2024-08-18 08:19:31.981320880,Hyderabad,Vegetables,Spinach,148,125,23,50.54,83.86,41.8,69.0
2024-08-18 20:00:48.032021348,Bangalore,Prepared Food,Pizza,320,242,78,29.81,46.07,28.2,108.0
2024-08-19 07:42:04.082721812,Delhi,Vegetables,Carrot,471,333,138,69.11,124.13,20.2,284.0
2024-08-19 19:23:20.133422280,Hyderabad,Dairy,Cheese,492,361,131,66.88,91.41,22.3,97.0
2024-08-20 07:04:36.184122748,Hyderabad,Bakery,Donut,349,248,101,80.38,146.79,37.7,363.0
2024-08-20 18:45:52.234823216,Mumbai,Vegetables,Tomato,310,213,97,76.8,108.97,24.3,269.0
2024-08-21 06:27:08.285523680,Hyderabad,Prepared Food,Sandwich,499,488,11,64.49,103.39,37.0,294.0
2024-08-21 18:08:24.336224148,Bangalore,Dairy,Butter,368,212,156,34.38,49.56,26.9,89.0
2024-08-22 05:49:40.386924616,Bangalore,Prepared Food,Pizza,193,181,12,75.19,137.0,32.3,267.0
2024-08-22 17:30:56.437625084,Delhi,Dairy,Cheese,470,347,123,50.57,99.67,29.5,111.0
2024-08-23 05:12:12.488325548,Mumbai,Bakery,Croissant,265,211,54,67.27,102.73,25.9,205.0
2024-08-23 16:53:28.539026016,Chennai,Prepared Food,Sandwich,455,384,71,33.82,59.64,37.9,437.0
2024-08-24 04:34:44.589726484,Chennai,Vegetables,Potato,439,401,38,48.91,64.65,25.7,119.0
2024-08-24 16:16:00.640426952,Mumbai,Prepared Food,Rice Bowl,178,101,77,66.7,126.78,37.2,266.0
2024-08-25 03:57:16.691127416,Chennai,Fruits,Mango,203,187,16,84.29,159.43,25.5,231.0
2024-08-25 15:38:32.741827884,Mumbai,Prepared Food,Burger,375,345,30,39.4,71.85,37.7,414.0
2024-08-26 03:19:48.792528352,Chennai,Fruits,Orange,368,314,54,96.5,185.69,38.7,487.0
2024-08-26 15:01:04.843228820,Delhi,Fruits,Banana,403,255,148,11.42,14.98,40.2,482.0
2024-08-27 02:42:20.893929284,Mumbai,Vegetables,Spinach,454,251,203,66.22,126.16,32.9,74.0
2024-08-27 14:23:36.944629752,Chennai,Vegetables,Tomato,482,283,199,49.81,89.42,28.6,325.0
2024-08-28 02:04:52.995330220,Mumbai,Fruits,Orange,209,168,41,65.67,114.47,30.3,198.0
2024-08-28 13:46:09.046030688,Delhi,Vegetables,Potato,345,301,44,51.51,100.85,31.1,337.0
2024-08-29 01:27:25.096731152,Bangalore,Fruits,Apple,254,193,61,87.73,120.81,40.4,477.0
2024-08-29 13:08:41.147431620,Hyderabad,Prepared Food,Pizza,158,139,19,34.78,49.02,34.0,309.0
2024-08-30 00:49:57.198132088,Delhi,Bakery,Croissant,313,264,49,95.39,128.05,35.1,466.0
2024-08-30 12:31:13.248832556,Delhi,Fruits,Orange,395,334,61,71.71,138.91,34.1,139.0
2024-08-31 00:12:29.299533020,Bangalore,Prepared Food,Rice Bowl,392,391,1,34.93,67.94,32.8,413.0
2024-08-31 11:53:45.350233488,Delhi,Fruits,Banana,107,86,21,48.1,65.38,,165.0
2024-08-31 23:35:01.400933956,Chennai,Fruits,Orange,338,272,66,89.61,124.35,24.4,342.0
2024-09-01 11:16:17.451634424,Hyderabad,Dairy,Milk,363,293,70,79.83,110.93,27.6,
2024-09-01 22:57:33.502334888,Hyderabad,Vegetables,Tomato,163,130,33,94.42,128.37,28.5,483.0
